Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
NBL,Nepal Bank,Commercial Banks,244.00,35.85 Ar,+0.99%,+1.24%,-0.81%,-0.41%,-9.96%,-35.02%,17.76,13.74,0.93,"1,03,77,675.52","55,83,299.33",+85.87%,"44,42,915.48","25,69,500.39",+72.91%,"13,04,852.93","5,88,287.50",+121.81%,17.76,16.01,+10.90%,262.43,260.32,+0.81%,"42,37,79,079.50","40,33,40,238.20",+5.07%,"38,52,17,621.20","36,50,89,129.50",+5.51%,"1,46,94,022.93","1,46,94,022.93",0.00%,"2,38,67,435.39","2,35,57,085.72",+1.32%
NBLD82,10% Nabil Debenture 2082,Bond,"1,062.00",0.00,-1.39%,-1.39%,-4.94%,-3.45%,-5.45%,+6.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBLD87,8.5% Nepal Bank Debenture 2087,Bond,"1,093.00",0.00,+0.18%,-0.46%,-0.82%,-4.96%,+6.12%,+9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,541.00",4.49 Ar,-0.28%,+2.73%,+2.39%,+1.85%,-25.34%,+122.01%,63.99,24.08,5.71,"2,62,530.90","1,30,812.22",+100.69%,"1,47,184.85","71,889.45",+104.74%,"93,216.06","32,629.91",+185.68%,63.99,44.80,+42.84%,269.94,272.45,-0.92%,"40,88,128.21","42,61,084.90",-4.06%,"33,01,679.11","34,67,327.90",-4.78%,"2,91,337.50","2,91,337.50",0.00%,"4,95,111.60","5,02,419.50",-1.45%
NFS,Nepal Finance,Finance,637.90,5.35 Ar,+1.90%,+3.00%,-1.41%,-0.22%,-21.83%,+175.24%,-22.52,-28.32,5.26,"1,59,895.17","84,898.98",+88.34%,"31,140.72","18,004.41",+72.96%,"-87,349.40","-59,560.08",+46.66%,-22.52,-31.37,-28.20%,121.25,124.29,-2.45%,"53,61,778.04","51,81,087.45",+3.49%,"44,21,297.27","42,37,141.73",+4.35%,"7,75,646.75","7,59,446.75",+2.13%,"1,64,834.03","1,84,498.97",-10.66%
NGPL,Ngadi Group Power Ltd.,Hydro Power,427.00,15.81 Ar,+0.49%,+2.42%,+0.95%,+9.43%,+49.19%,+288.19%,1.95,218.58,2.71,"84,365.00","46,224.28",+82.51%,"74,132.06","42,931.91",+72.67%,"36,164.79","21,724.20",+66.47%,1.95,2.35,-16.76%,157.81,155.64,+1.39%,"70,86,102.97","68,38,756.36",+3.62%,"12,43,254.25","10,76,052.14",+15.54%,"37,02,558.45","37,02,558.45",0.00%,"21,40,290.28","20,60,145.77",+3.89%
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,643.00,2.50 Ar,-0.02%,+1.26%,-3.89%,+0.75%,-27.25%,+249.78%,21.15,30.41,5.28,"73,904.00","36,844.00",+100.59%,"65,584.00","32,202.00",+103.66%,"44,740.00","21,669.00",+106.47%,21.15,22.33,-5.29%,121.76,127.26,-4.32%,"6,37,380.00","6,16,741.00",+3.35%,"1,22,158.00","1,22,738.00",-0.47%,"4,23,134.00","3,88,197.00",+9.00%,"92,088.00","1,05,806.00",-12.97%
NHPC,National Hydro Power,Hydro Power,222.10,5.48 Ar,-0.85%,+4.76%,+3.30%,+15.68%,-6.09%,+89.92%,2.11,105.42,2.28,"1,11,246.21","55,988.01",+98.70%,"74,786.06","36,653.05",+104.04%,"25,989.25","10,677.60",+143.40%,2.11,1.73,+21.70%,97.41,96.79,+0.64%,"34,21,801.87","33,92,383.99",+0.87%,"10,18,538.60","10,04,362.38",+1.41%,"24,67,162.92","24,67,162.92",0.00%,"-63,899.65","-79,211.30",-19.33%
NIBD84,8.5% Nepal Investment Bank Debenture 2084,Bond,"1,050.00",0.00,-0.48%,-1.41%,-3.31%,-7.08%,+2.74%,+5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLGF,NIBL Growth Fund,Mutual Fund,9.71,1.28 Ar,+6.00%,-1.72%,+0.62%,+15.32%,+21.79%,+27.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLSTF,NIBL Stable Fund,Mutual Fund,9.27,1.05 Ar,+2.43%,+0.87%,+6.30%,+9.69%,+6.06%,+3.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBSF2,NIBL Samriddhi Fund -2,Mutual Fund,9.22,1.38 Ar,+2.10%,-3.66%,+1.21%,+10.29%,+13.28%,-2.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICA,NIC Asia Bank,Commercial Banks,329.50,49.15 Ar,+1.38%,+2.65%,-0.30%,+1.70%,-19.63%,-52.25%,1.76,187.33,1.66,"1,20,33,063.16","63,35,002.94",+89.95%,"43,63,883.87","22,86,038.41",+90.89%,"1,31,191.67","1,22,160.86",+7.39%,1.76,3.28,-46.30%,198.33,198.74,-0.21%,"38,71,19,586.20","39,57,15,571.80",-2.17%,"35,75,36,379.00","36,60,68,081.60",-2.33%,"1,49,17,566.92","1,49,17,566.92",0.00%,"1,46,68,640.21","1,47,29,923.29",-0.42%
NICAD2091,7% NIC ASIA Debenture 2091,Bond,"1,060.00",0.00,-1.85%,0.00%,+0.19%,-1.94%,+0.95%,+0.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICBF,NIC Asia Balanced Fund,Mutual Fund,9.43,71.20 Cr,-1.87%,-1.87%,-5.13%,+7.16%,+12.27%,+49.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICFC,NIC Asia Flexi CAP Fund,Mutual Fund,9.44,96.29 Cr,-0.21%,+3.06%,+3.74%,+8.63%,+14.35%,+14.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICGF2,NIC ASIA Growth Fund-2,Mutual Fund,9.40,85.07 Cr,+1.95%,0.00%,-0.32%,+8.55%,+7.80%,+4.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICL,Nepal Insurance,Non Life Insurance,494.10,12.59 Ar,+0.43%,+1.75%,-3.51%,-4.12%,-27.35%,+24.88%,0.39,1269.80,2.40,"7,10,836.97","3,24,740.98",+118.89%,"2,31,856.23","-27,604.91",-939.91%,"4,958.47","-96,378.68",-105.14%,0.39,-15.13,-102.57%,170.11,171.58,-0.86%,"75,95,497.71","93,70,394.24",-18.94%,"32,60,087.44","49,97,531.93",-34.77%,"25,48,575.01","25,48,575.01",0.00%,"4,179.65","65,873.79",-93.66%
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microcredit,560.79,9.75 Ar,+0.86%,+2.62%,-0.74%,-3.31%,-22.22%,-27.45%,2.16,259.23,4.59,"10,89,543.76","6,51,880.61",+67.14%,"5,51,047.36","3,70,960.77",+48.55%,"18,814.56","9,090.66",+106.97%,2.16,2.09,+3.48%,122.30,121.77,+0.44%,"2,29,00,242.32","2,27,14,084.49",+0.82%,"2,07,72,834.67","2,05,95,900.41",+0.86%,"17,39,440.00","17,39,440.00",0.00%,"3,87,967.65","3,78,744.08",+2.44%
NICSF,NIC Asia Select Fund 30,Mutual Fund,9.18,1.15 Ar,+1.77%,+0.88%,+2.00%,+4.56%,+8.03%,+12.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFRA,Nepal Infrastructure Bank Limited,Development Bank,262.80,56.76 Ar,+0.50%,+2.54%,-0.45%,-3.56%,-10.32%,-42.85%,3.80,69.24,2.29,"12,28,133.00","6,21,865.00",+97.49%,"7,40,720.00","3,73,094.00",+98.53%,"4,09,940.00","2,08,540.00",+96.58%,3.80,3.86,-1.71%,114.75,119.97,-4.35%,"4,12,18,214.00","4,20,11,029.00",-1.89%,"1,64,32,482.00","1,60,98,429.00",+2.08%,"2,16,00,000.00","2,16,00,000.00",0.00%,"31,85,732.00","43,12,600.00",-26.13%
NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,Bond,"1,021.10",5.11 Ar,-0.11%,-0.19%,-0.78%,-0.77%,+2.01%,+2.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIL,Neco Insurance,Non Life Insurance,616.60,16.60 Ar,+0.92%,+2.77%,-0.38%,+3.50%,-13.89%,-24.14%,0.80,770.11,1.95,"10,10,385.16","5,04,353.53",+100.33%,"3,14,662.84","25,127.30","+1,152.27%","10,775.10","-83,134.65",-112.96%,0.80,-12.36,-106.48%,233.35,227.15,+2.73%,"1,22,08,852.16","1,19,73,406.11",+1.97%,"59,28,231.04","58,59,636.14",+1.17%,"26,91,532.33","26,91,532.33",0.00%,"5,87,138.04","4,87,483.46",+20.44%
NIMB,Nepal Investment Bank,Commercial Banks,191.00,65.19 Ar,+1.87%,+2.69%,-0.52%,-3.54%,-18.20%,-50.30%,9.45,20.21,0.98,"1,61,38,515.00","83,40,324.00",+93.50%,"64,20,320.00","32,43,125.00",+97.97%,"16,13,034.00","45,050.00","+3,480.54%",9.45,0.53,"+1,690.28%",194.77,195.89,-0.58%,"60,74,17,874.00","58,37,58,594.00",+4.05%,"54,09,47,224.00","51,69,03,383.00",+4.65%,"3,41,28,595.00","3,41,28,595.00",0.00%,"3,23,42,056.00","3,27,26,615.00",-1.18%
NIMBPO,Nepal Investment Mega Bank Promoter,Commercial Banks,155.10,28.39 Ar,-1.64%,+0.71%,-0.26%,-4.85%,-5.94%,-52.20%,9.45,16.41,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLG,Nlg Insurance,Non Life Insurance,680.00,17.44 Ar,+0.07%,+1.95%,+1.13%,+1.11%,-23.40%,+33.75%,0.86,789.69,2.32,"7,82,383.04","3,94,088.34",+98.53%,"2,49,677.65","-11,048.68","-2,359.80%","11,044.50","-1,01,052.28",-110.93%,0.86,-15.76,-105.46%,174.15,168.76,+3.19%,"98,74,764.13","95,62,074.22",+3.27%,"54,07,353.67","52,32,975.94",+3.33%,"25,65,224.43","25,65,224.43",0.00%,"2,272.74","-1,50,777.45",-101.51%
NLIC,Nepal Life Insurance,Life Insurance,775.00,69.97 Ar,+0.38%,+3.51%,+0.73%,-1.22%,-1.40%,-47.86%,7.11,109.03,7.23,"3,58,11,973.51","1,83,64,131.39",+95.01%,"28,60,231.54","14,91,367.24",+91.79%,"3,36,920.29","2,15,551.66",+56.31%,7.11,9.55,-25.57%,124.86,138.14,-9.61%,"27,22,41,271.90","26,21,32,838.10",+3.86%,"26,04,04,147.30","24,96,60,890.90",+4.30%,"94,80,201.37","90,28,763.21",+5.00%,"6,77,609.06","13,94,589.37",-51.41%
NLICL,National Life Insurance,Life Insurance,588.00,32.18 Ar,+1.54%,+4.07%,+0.46%,-0.54%,+0.84%,-15.86%,10.08,58.34,5.49,"1,43,20,104.79","73,11,425.62",+95.86%,"15,70,068.89","7,37,596.83",+112.86%,"2,86,831.35","1,40,885.66",+103.59%,10.08,10.30,-2.12%,127.64,131.54,-2.97%,"11,02,66,938.00","10,55,67,467.70",+4.45%,"10,30,02,290.40","9,83,68,639.40",+4.71%,"56,91,649.33","54,72,739.74",+4.00%,"4,07,935.06","6,38,071.82",-36.07%
NMB,NMB Bank,Commercial Banks,238.80,43.86 Ar,+0.13%,+2.05%,+0.67%,+1.69%,-4.43%,-30.94%,17.10,13.97,1.41,"1,06,53,507.00","55,94,323.00",+90.43%,"47,71,475.00","24,87,253.00",+91.84%,"16,48,614.00","9,15,983.00",+79.98%,17.10,19.95,-14.29%,169.36,179.29,-5.54%,"35,91,35,364.00","36,02,20,851.00",-0.30%,"32,64,73,469.00","32,72,90,460.00",-0.25%,"1,92,85,041.00","1,83,66,706.00",+5.00%,"1,33,76,853.00","1,45,63,685.00",-8.15%
NMB50,NMB 50,Mutual Fund,10.13,1.27 Ar,-1.65%,-1.65%,-2.97%,+0.30%,+10.30%,+40.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBHF2,NMB Hybrid Fund L- II,Mutual Fund,9.46,1.29 Ar,+0.53%,0.00%,-0.94%,+5.82%,+2.49%,+2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBMF,NMB Microfinance,Microcredit,660.00,4.76 Ar,+0.47%,+1.85%,-3.51%,-5.84%,-18.54%,-27.86%,9.67,68.23,4.69,"4,69,439.15","2,34,381.43",+100.29%,"2,83,143.97","1,36,335.53",+107.68%,"34,891.74","12,725.09",+174.20%,9.67,7.06,+37.10%,140.61,140.01,+0.43%,"85,43,328.76","77,18,825.56",+10.68%,"75,28,864.46","67,08,739.86",+12.22%,"7,21,449.15","7,21,449.15",0.00%,"2,93,015.15","2,88,636.55",+1.52%
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,130.00",15.05 Ar,+0.65%,+0.62%,+2.24%,-2.73%,-1.99%,-1.65%,48.21,23.44,4.61,"16,98,727.00","8,42,820.00",+101.55%,"9,02,242.00","4,23,211.00",+113.19%,"3,66,699.00","1,44,287.00",+154.15%,48.21,43.34,+11.22%,245.37,255.89,-4.11%,"3,08,06,828.00","3,01,08,634.00",+2.32%,"2,70,73,882.00","2,67,01,201.00",+1.40%,"15,21,363.00","13,31,609.00",+14.25%,"22,11,583.00","20,75,824.00",+6.54%
NMIC,Nepal Micro Insurance Company Limited,Non Life Insurance,"1,295.00",9.71 Ar,+0.54%,+0.62%,+0.47%,+1.01%,+289.47%,+289.47%,3.61,358.49,9.42,"64,316.50","42,976.13",+49.66%,"32,899.40","23,762.33",+38.45%,"13,546.33","8,207.19",+65.05%,3.61,4.38,-17.47%,101.65,106.89,-4.90%,"10,72,763.59","11,25,797.96",-4.71%,"3,10,369.65","3,24,150.67",-4.25%,"7,50,000.00","7,50,000.00",0.00%,"2,261.87","44,360.95",-94.90%
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microcredit,620.00,8.67 Ar,+0.81%,+1.66%,-2.67%,-7.45%,-12.80%,-32.30%,11.18,55.45,2.91,"12,73,097.60","7,15,018.61",+78.05%,"6,81,075.05","4,03,300.41",+68.88%,"78,150.52","55,368.51",+41.15%,11.18,15.84,-29.43%,212.76,211.21,+0.73%,"2,14,11,950.49","2,12,68,274.67",+0.68%,"1,84,38,083.11","1,83,16,013.85",+0.67%,"13,97,764.27","13,97,764.27",0.00%,"15,76,103.10","15,54,496.55",+1.39%
NRIC,Nepal Reinsurance Company Limited,ReInsurance,"1,227.00",164.69 Ar,+0.41%,+0.16%,-3.39%,-7.54%,-7.26%,+14.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRM,Nepal Republic Media Limited,Media,420.00,4.06 Ar,0.00%,0.00%,-4.55%,-0.24%,-28.45%,+52.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRN,NRN Infrastructure and Development Limited,Organized Fund,"1,489.00",19.12 Ar,-0.40%,+1.00%,-3.31%,+2.34%,+31.25%,+505.88%,-0.59,-2529.08,8.53,"22,645.42","12,533.84",+80.67%,"15,506.39","7,708.85",+101.15%,"-5,293.24","5,066.95",-204.47%,-0.59,1.58,-137.31%,174.49,241.90,-27.87%,"35,67,740.13","37,16,127.49",-3.99%,"4,30,227.88","6,09,207.52",-29.38%,"17,98,121.20","12,84,372.29",+40.00%,"13,39,391.04","18,22,547.69",-26.51%
NSIF2,NMB Sulav Investment Fund - 2,Mutual Fund,10.69,1.31 Ar,+0.66%,+2.30%,-1.57%,+5.84%,+18.04%,+20.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,Nepal Doorsanchar Company,Telecom,876.00,157.68 Ar,+2.46%,+3.64%,+2.34%,+5.03%,-6.60%,-1.80%,46.27,18.93,1.62,"1,92,27,266.00","94,71,050.00",+103.01%,"1,62,99,173.00","79,45,789.00",+105.13%,"41,64,508.00","13,25,174.00",+214.26%,46.27,29.45,+57.13%,539.51,505.75,+6.67%,"13,49,87,055.00","12,63,67,322.00",+6.82%,"3,78,75,189.00","3,53,31,602.00",+7.20%,"1,80,00,000.00","1,80,00,000.00",0.00%,"7,91,11,867.00","7,30,35,720.00",+8.32%
NUBL,Nirdhan Utthan Bank,Microcredit,668.00,17.45 Ar,-0.45%,-2.20%,-6.57%,-8.17%,+0.15%,-21.46%,8.73,76.50,3.13,"17,86,797.27","8,77,500.64",+103.62%,"9,13,706.75","4,33,956.57",+110.55%,"1,19,738.14","1,26,176.35",-5.10%,8.73,19.32,-54.81%,213.17,221.52,-3.77%,"2,88,58,960.64","2,82,05,082.59",+2.32%,"2,30,12,275.02","2,24,18,765.81",+2.65%,"27,42,683.74","26,12,079.75",+5.00%,"31,04,001.88","31,74,237.03",-2.21%
NWCL,Nepal Warehousing Company Limited,Trading,865.20,5.95 Ar,-0.44%,+1.19%,-5.75%,+4.99%,-19.87%,+276.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYADI,Nyadi Hydropower Limited,Hydro Power,394.40,5.92 Ar,+0.33%,-0.15%,-2.13%,-0.20%,-41.19%,+27.02%,14.05,28.06,5.88,"4,37,821.00","1,70,399.00",+156.94%,"2,85,160.00","95,620.00",+198.22%,"1,15,946.00","-7,698.00","-1,606.18%",14.05,-1.87,-853.09%,67.13,61.36,+9.40%,"57,68,005.00","56,61,725.00",+1.88%,"46,60,436.00","46,49,324.00",+0.24%,"16,50,000.00","16,50,000.00",0.00%,"-5,42,432.00","-6,37,599.00",-14.93%
OHL,Oriental Hotels,Hotels,709.70,8.41 Ar,+0.67%,+0.68%,+0.48%,-0.87%,-30.90%,+44.37%,-4.63,-153.22,2.16,"4,91,777.97","2,21,968.06",+121.55%,"1,00,965.59","4,579.17","+2,104.89%","-27,431.45","-29,555.79",-7.19%,-4.63,-9.98,-53.59%,328.33,328.16,+0.05%,"59,75,791.13","59,68,164.42",+0.13%,"20,86,682.76","20,81,180.38",+0.26%,"11,84,494.96","11,84,494.96",0.00%,"27,04,613.41","27,02,489.07",+0.08%
OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,"1,303.00",7.82 Ar,+1.63%,+3.41%,-6.93%,+7.24%,+338.72%,+338.72%,-12.81,-101.70,13.31,"1,05,122.25","51,612.19",+103.68%,"60,767.72","32,844.39",+85.02%,"-38,436.77","-23,077.11",+66.56%,-12.81,-15.38,-16.72%,97.93,100.09,-2.16%,"15,29,530.37","14,52,917.65",+5.27%,"9,41,971.27","8,52,384.70",+10.51%,"6,00,000.00","6,00,000.00",0.00%,"-12,440.90",532.95,"-2,434.34%"
PBD88,10% Prime Debenture 2088,Bond,"1,215.00",2.12 Ar,+2.09%,+2.10%,+0.68%,-2.57%,+5.65%,+23.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBLD87,8.5% Prabhu Bank Debenture 2087,Bond,"1,112.00",0.00,0.00%,0.00%,+3.72%,-1.16%,+6.31%,+11.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,Prime Commercial Bank,Commercial Banks,236.30,45.85 Ar,+0.64%,+2.38%,-0.71%,+2.21%,-7.72%,-27.49%,19.50,12.12,1.43,"1,12,18,395.39","58,96,339.62",+90.26%,"46,53,314.97","24,07,447.60",+93.29%,"20,43,378.30","12,58,430.07",+62.38%,19.50,25.94,-24.83%,165.80,179.32,-7.54%,"31,96,78,211.20","31,66,29,560.50",+0.96%,"28,49,36,107.50","28,18,36,609.40",+1.10%,"2,09,54,781.77","1,94,02,575.72",+8.00%,"1,37,87,321.87","1,53,90,375.41",-10.42%
PFL,Pokhara Finance,Finance,384.00,4.16 Ar,+1.05%,+4.63%,-0.26%,+1.05%,-22.89%,+63.72%,43.20,8.89,4.91,"2,79,965.87","1,49,151.19",+87.71%,"67,374.06","33,841.37",+99.09%,"2,33,828.44","-64,523.68",-462.39%,43.20,-23.84,-281.20%,78.22,48.08,+62.69%,"84,61,653.70","83,23,487.76",+1.66%,"76,14,902.14","78,03,018.04",-2.41%,"10,82,556.61","10,82,556.61",0.00%,"-2,35,805.04","-5,62,086.89",-58.05%
PHCL,Peoples Hydropower Company Limited,Hydro Power,286.50,9.17 Ar,+0.88%,+1.24%,-2.55%,+4.18%,-55.45%,+6.11%,0.16,1804.33,2.86,"5,71,221.57","3,18,185.72",+79.52%,"3,61,118.54","2,02,216.01",+78.58%,"2,540.56","6,563.61",-61.29%,0.16,0.82,-80.65%,100.19,92.33,+8.52%,"1,15,31,899.30","1,13,27,300.19",+1.81%,"83,25,724.45","83,72,784.30",-0.56%,"32,00,000.00","32,00,000.00",0.00%,"6,174.85","-2,45,484.10",-102.52%
PMHPL,Panchakanya Mai Hydropower,Hydro Power,354.00,3.89 Ar,+1.43%,+5.99%,+4.12%,+4.73%,+6.31%,+149.30%,15.26,23.19,4.17,"2,29,581.22","1,18,568.11",+93.63%,"2,01,520.77","98,959.43",+103.64%,"83,956.08","36,683.00",+128.87%,15.26,13.34,+14.43%,84.95,80.61,+5.39%,"25,55,451.74","26,03,614.35",-1.85%,"16,20,973.76","17,16,907.15",-5.59%,"11,00,000.00","11,00,000.00",0.00%,"-1,65,522.02","-2,13,292.80",-22.40%
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,494.00,25.21 Ar,-0.10%,+4.00%,-3.70%,+0.64%,-7.02%,-14.29%,5.02,98.46,4.75,"34,02,147.70","17,27,094.05",+96.99%,"5,20,587.44","2,80,386.38",+85.67%,"1,33,159.60","63,774.91",+108.80%,5.02,5.00,+0.38%,113.02,116.56,-3.03%,"2,28,65,562.17","2,17,84,981.93",+4.96%,"1,68,66,456.56","1,58,36,145.76",+6.51%,"53,07,793.92","51,03,648.00",+4.00%,"2,18,053.33","5,84,764.43",-62.71%
PPCL,Panchthar Power Company Ltd.,Hydro Power,376.00,3.62 Ar,+1.35%,+2.70%,+0.27%,+12.98%,+13.63%,+60.60%,18.80,20.00,3.79,"2,39,491.71","1,45,239.76",+64.89%,"2,27,603.70","1,35,236.78",+68.30%,"90,491.04","51,535.76",+75.59%,18.80,21.42,-12.21%,99.20,96.03,+3.31%,"29,13,979.58","29,50,620.87",-1.24%,"19,59,143.77","20,26,345.26",-3.32%,"9,62,500.00","9,62,500.00",0.00%,"-7,664.19","-38,224.40",-79.95%
PPL,Peoples Power Limited,Hydro Power,381.90,3.62 Ar,+0.50%,-0.29%,+1.84%,+10.50%,-10.49%,+87.39%,-0.47,-815.45,3.65,"31,715.00","31,751.00",-0.11%,"24,558.00","27,815.00",-11.71%,"-2,222.00","12,604.00",-117.63%,-0.47,5.31,-108.81%,104.65,106.21,-1.47%,"9,94,618.00","10,09,940.00",-1.52%,"1,632.00","2,129.00",-23.34%,"9,48,900.00","9,48,900.00",0.00%,"44,086.00","58,913.00",-25.17%
PRIN,Prabhu Insurance,Non Life Insurance,719.00,12.23 Ar,0.00%,+2.71%,0.00%,+4.96%,-18.26%,+29.06%,14.40,49.93,2.31,"4,87,663.45","2,43,892.89",+99.95%,"3,39,011.48","1,82,063.78",+86.20%,"1,22,459.87","63,139.75",+93.95%,14.40,14.85,-3.03%,203.11,202.27,+0.41%,"76,58,997.30","76,10,268.80",+0.64%,"42,04,245.71","41,69,754.25",+0.83%,"17,00,955.92","17,00,955.92",0.00%,"1,99,493.81","2,49,233.74",-19.96%
PROFL,Progressive Finance,Finance,463.00,3.96 Ar,+1.76%,+3.58%,-1.74%,-0.19%,-25.60%,+206.13%,-6.90,-67.12,6.26,"2,69,721.13","1,42,227.91",+89.64%,"91,774.29","50,840.75",+80.51%,"-29,251.96","-39,080.60",-25.15%,-6.90,-18.43,-62.57%,73.93,73.60,+0.45%,"84,66,934.64","81,83,016.60",+3.47%,"78,39,943.12","75,58,850.85",+3.72%,"8,48,106.00","8,48,106.00",0.00%,"-2,21,114.48","-2,23,940.24",-1.26%
PRSF,Prabhu Smart Fund,Mutual Fund,11.21,1.12 Ar,-0.80%,+0.27%,-0.62%,+8.41%,+16.77%,+34.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVU,Prabhu Bank,Commercial Banks,186.80,43.98 Ar,+1.80%,+2.64%,-0.11%,-2.20%,-21.01%,-50.68%,8.62,21.68,1.28,"1,17,26,578.00","64,59,930.00",+81.53%,"49,84,000.00","28,95,276.00",+72.14%,"10,14,457.00","5,58,483.00",+81.65%,8.62,9.49,-9.18%,146.17,163.55,-10.63%,"41,05,77,088.00","41,92,53,360.00",-2.07%,"37,61,64,044.00","38,07,48,729.00",-1.20%,"2,35,42,490.00","2,35,42,490.00",0.00%,"1,08,70,554.00","1,49,62,140.00",-27.35%
PSF,Prabhu Select Fund,Mutual Fund,10.87,1.36 Ar,-1.36%,-1.90%,-2.25%,+3.43%,+17.48%,+36.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURE,Pure Energy Limited,Hydro Power,972.90,7.78 Ar,+1.66%,+4.06%,-9.92%,+11.44%,+205.75%,+205.75%,2.31,421.67,9.57,"1,16,113.83","65,515.19",+77.23%,"1,08,727.62","61,813.91",+75.90%,"9,228.92","9,005.48",+2.48%,2.31,4.50,-48.76%,101.63,101.61,+0.03%,"22,91,671.21","23,22,223.39",-1.32%,"14,78,604.39","15,09,380.01",-2.04%,"8,00,000.00","8,00,000.00",0.00%,"13,066.82","12,843.38",+1.74%
RADHI,Radhi Bidhyut Company,Hydro Power,856.90,15.76 Ar,+0.93%,+2.01%,+1.41%,+16.90%,+104.95%,+516.41%,32.46,26.40,5.01,"77,755.84","40,630.44",+91.37%,"59,459.10","32,639.70",+82.17%,"2,98,454.02","2,78,513.41",+7.16%,32.46,60.58,-46.42%,171.02,153.03,+11.76%,"37,45,580.24","33,25,637.57",+12.63%,"6,00,467.31","5,11,519.85",+17.39%,"18,38,979.32","18,38,979.32",0.00%,"13,06,133.62","9,75,138.41",+33.94%
RAWA,Rawa Energy Development Limited,Hydro Power,705.10,1.97 Ar,-1.65%,+0.16%,-6.86%,+0.37%,-23.77%,+157.15%,16.04,43.97,8.48,"59,426.47","30,911.35",+92.25%,"52,137.37","27,340.63",+90.70%,"22,449.66","13,402.18",+67.51%,16.04,19.15,-16.25%,83.18,79.95,+4.04%,"6,64,617.83","6,57,541.01",+1.08%,"4,31,724.34","4,33,695.00",-0.45%,"2,80,000.00","2,80,000.00",0.00%,"-47,106.51","-56,153.99",-16.11%
RBBD83,8.5% RBBL Debenture 2083,Bond,"1,052.69",0.00,+2.00%,+1.99%,+1.71%,-0.31%,+2.70%,+10.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBBF40,RBB Focus 40,Mutual Fund,9.48,0.00,+0.21%,-2.97%,+3.49%,+0.53%,+0.53%,+0.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
