Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
NESDO,NESDO Sambridha Laghubitta Bittiye Sanstha Limited,Microcredit,"1,491.00",4.34 Ar,-0.27%,+1.22%,-0.47%,-1.97%,-23.89%,+115.38%,44.80,33.28,5.47,"1,30,812.22","5,30,408.06",-75.34%,"71,889.45","2,91,891.97",-75.37%,"32,629.91","-10,099.62",-423.08%,44.80,-3.47,"-1,392.34%",272.45,263.44,+3.42%,"42,61,084.90","41,18,698.24",+3.46%,"34,67,327.90","33,51,193.22",+3.47%,"2,91,337.50","2,91,337.50",0.00%,"5,02,419.50","4,76,167.52",+5.51%
NFS,Nepal Finance,Finance,618.00,5.18 Ar,-0.24%,+1.18%,-2.95%,-3.05%,-36.46%,+281.58%,-31.37,-19.70,4.97,"84,898.98","3,39,117.26",-74.96%,"18,004.41","90,492.40",-80.10%,"-59,560.08","21,745.87",-373.89%,-31.37,2.86,"-1,195.56%",124.29,137.37,-9.52%,"51,81,087.45","52,44,085.14",-1.20%,"42,37,141.73","42,00,798.93",+0.87%,"7,59,446.75","7,59,446.75",0.00%,"1,84,498.97","2,83,839.46",-35.00%
NGPL,Ngadi Group Power Ltd.,Hydro Power,396.90,14.70 Ar,-0.50%,+2.94%,+2.33%,+6.39%,+65.85%,+271.34%,2.35,169.11,2.55,"46,224.28","1,14,948.39",-59.79%,"42,931.91","99,174.74",-56.71%,"21,724.20","17,115.62",+26.93%,2.35,0.46,+407.70%,155.64,163.55,-4.84%,"68,38,756.36","71,11,498.43",-3.84%,"10,76,052.14","10,55,857.39",+1.91%,"37,02,558.45","37,02,558.45",0.00%,"20,60,145.77","23,53,082.60",-12.45%
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,742.00,2.88 Ar,+0.54%,+8.53%,+13.37%,+18.20%,+13.53%,+432.33%,22.33,33.23,5.83,"36,844.00","1,08,153.00",-65.93%,"32,202.00","91,394.00",-64.77%,"21,669.00","53,440.00",-59.45%,22.33,13.77,+62.19%,127.26,121.67,+4.59%,"6,16,741.00","6,08,255.00",+1.40%,"1,22,738.00","1,35,922.00",-9.70%,"3,88,197.00","3,88,197.00",0.00%,"1,05,806.00","84,137.00",+25.75%
NHPC,National Hydro Power,Hydro Power,187.90,4.63 Ar,-1.57%,+0.05%,-1.09%,-2.65%,-8.66%,+98.48%,1.73,108.54,1.94,"55,988.01","1,62,894.34",-65.63%,"36,653.05","85,206.74",-56.98%,"10,677.60","3,132.63",+240.85%,1.73,0.13,"+1,263.40%",96.79,96.39,+0.41%,"33,92,383.99","33,60,869.44",+0.94%,"10,04,362.38","9,82,752.85",+2.20%,"24,67,162.92","24,67,162.92",0.00%,"-79,211.30","-89,046.32",-11.04%
NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,Bond,"1,095.00",0.00,0.00%,0.00%,+1.58%,-0.45%,-4.87%,+1.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLGF,NIBL Growth Fund,Mutual Fund,8.84,1.17 Ar,-1.78%,+5.76%,+7.14%,+2.39%,+13.53%,+17.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBLSTF,NIBL Stable Fund,Mutual Fund,8.60,97.18 Cr,0.00%,+1.42%,+2.87%,-0.58%,+0.94%,-4.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIBSF2,NIBL Samriddhi Fund -2,Mutual Fund,8.61,1.29 Ar,+0.58%,+1.66%,-0.12%,-0.81%,+9.55%,-9.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICA,NIC Asia Bank,Commercial Banks,324.80,48.45 Ar,-0.67%,+1.87%,-0.91%,-0.97%,-15.06%,-52.08%,3.28,99.16,1.63,"63,35,002.94","2,88,16,212.12",-78.02%,"22,86,038.41","1,02,56,235.57",-77.71%,"1,22,160.86","1,61,573.23",-24.39%,3.28,1.08,+202.43%,198.74,197.90,+0.43%,"39,57,15,571.80","37,87,64,242.00",+4.48%,"36,60,68,081.60","34,92,42,484.50",+4.82%,"1,49,17,566.92","1,49,17,566.92",0.00%,"1,47,29,923.29","1,46,04,190.58",+0.86%
NICAD2091,7% NIC ASIA Debenture 2091,Bond,"1,081.00",0.00,+0.93%,-2.64%,-0.93%,+2.00%,+2.00%,+2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICBF,NIC Asia Balanced Fund,Mutual Fund,8.90,67.19 Cr,-1.33%,0.00%,+2.50%,-1.96%,+9.29%,+64.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICFC,NIC Asia Flexi CAP Fund,Mutual Fund,8.92,90.98 Cr,+0.11%,+1.48%,+2.30%,-1.22%,+8.53%,+7.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICGF2,NIC ASIA Growth Fund-2,Mutual Fund,9.00,81.45 Cr,+0.90%,-0.89%,+3.36%,+1.59%,-1.00%,-0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICL,Nepal Insurance,Non Life Insurance,500.20,12.75 Ar,-1.15%,+1.46%,-2.43%,-3.35%,-19.74%,+73.30%,-15.13,-33.07,2.17,"3,24,740.98","14,67,745.27",-77.87%,"-27,604.91","9,40,213.85",-102.94%,"-96,378.68","3,16,459.29",-130.46%,-15.13,16.74,-190.38%,171.58,198.88,-13.73%,"93,70,394.24","65,28,062.75",+43.54%,"49,97,531.93","27,67,451.44",+80.58%,"25,48,575.01","18,90,878.23",+34.78%,"65,873.79","1,62,252.46",-59.40%
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microcredit,555.00,9.65 Ar,-0.64%,+1.93%,-2.17%,-1.13%,-14.46%,-27.73%,2.09,265.49,4.56,"6,51,880.61","18,89,974.33",-65.51%,"3,70,960.77","7,51,921.78",-50.66%,"9,090.66","-4,48,665.26",-102.03%,2.09,-25.79,-108.10%,121.77,121.24,+0.44%,"2,27,14,084.49","2,15,17,502.86",+5.56%,"2,05,95,900.41","1,94,08,600.28",+6.12%,"17,39,440.00","17,39,440.00",0.00%,"3,78,744.08","3,69,462.58",+2.51%
NICSF,NIC Asia Select Fund 30,Mutual Fund,8.80,1.10 Ar,0.00%,0.00%,+1.85%,-2.44%,+3.34%,+7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFRA,Nepal Infrastructure Bank Limited,Development Bank,265.00,57.24 Ar,-0.64%,+2.11%,-3.02%,+1.14%,+6.89%,-17.96%,3.86,68.62,2.21,"6,21,865.00","24,69,017.00",-74.81%,"3,73,094.00","18,99,858.00",-80.36%,"2,08,540.00","11,45,543.00",-81.80%,3.86,5.30,-27.18%,119.97,118.88,+0.92%,"4,20,11,029.00","4,14,11,997.00",+1.45%,"1,60,98,429.00","1,57,34,894.00",+2.31%,"2,16,00,000.00","2,16,00,000.00",0.00%,"43,12,600.00","40,77,103.00",+5.78%
NIL,Neco Insurance,Non Life Insurance,618.50,16.65 Ar,-0.88%,+3.57%,-0.48%,+3.65%,-11.45%,+6.22%,-12.36,-50.06,2.01,"5,04,353.53","24,23,513.00",-79.19%,"25,127.30","14,93,282.04",-98.32%,"-83,134.65","5,50,826.28",-115.09%,-12.36,21.90,-156.42%,227.15,245.55,-7.49%,"1,19,73,406.11","1,09,47,518.11",+9.37%,"58,59,636.14","47,70,799.38",+22.82%,"26,91,532.33","25,15,450.77",+7.00%,"4,87,483.46","7,55,966.60",-35.52%
NIMB,Nepal Investment Bank,Commercial Banks,191.50,65.36 Ar,-0.78%,+2.71%,-3.02%,-6.72%,-11.87%,-47.92%,0.53,362.69,0.98,"83,40,324.00","3,61,01,210.00",-76.90%,"32,43,125.00","1,41,28,168.00",-77.04%,"45,050.00","67,56,648.00",-99.33%,0.53,19.80,-97.33%,195.89,197.38,-0.75%,"58,37,58,594.00","56,56,63,354.00",+3.20%,"51,69,03,383.00","49,83,01,679.00",+3.73%,"3,41,28,595.00","3,41,28,595.00",0.00%,"3,27,26,615.00","3,32,33,080.00",-1.52%
NIMBD90,10% NIMB Debenture 2090,Bond,"1,250.50",0.00,-2.00%,+2.24%,+0.39%,+10.74%,+10.57%,+25.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIMBPO,Nepal Investment Mega Bank Promoter,Commercial Banks,158.50,29.02 Ar,-0.94%,-1.23%,-0.50%,-3.32%,-4.25%,-50.18%,0.53,300.19,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLG,Nlg Insurance,Non Life Insurance,695.00,17.83 Ar,-0.69%,+0.98%,-0.60%,+0.47%,-26.03%,+97.48%,-15.76,-44.11,2.55,"3,94,088.34","15,17,427.43",-74.03%,"-11,048.68","7,68,301.73",-101.44%,"-1,01,052.28","1,61,181.59",-162.69%,-15.76,6.28,-350.78%,168.76,177.06,-4.69%,"95,62,074.22","87,75,338.75",+8.97%,"52,32,975.94","42,33,408.16",+23.61%,"25,65,224.43","25,65,224.43",0.00%,"-1,50,777.45","57,493.64",-362.25%
NLIC,Nepal Life Insurance,Life Insurance,771.00,69.61 Ar,-0.50%,+3.25%,-1.36%,+7.74%,+21.11%,-36.02%,9.55,80.74,6.68,"1,83,64,131.39","6,83,70,211.87",-73.14%,"14,91,367.24","70,20,006.15",-78.76%,"2,15,551.66","6,03,263.58",-64.27%,9.55,6.68,+42.92%,138.14,136.75,+1.01%,"26,21,32,838.10","25,22,18,246.80",+3.93%,"24,96,60,890.90","23,98,71,338.80",+4.08%,"90,28,763.21","90,28,763.21",0.00%,"13,94,589.37","12,41,288.30",+12.35%
NLICL,National Life Insurance,Life Insurance,578.00,31.63 Ar,-0.64%,+0.33%,-3.95%,+3.05%,+13.22%,+1.83%,10.30,56.13,5.18,"73,11,425.62","2,86,03,394.97",-74.44%,"7,37,596.83","28,71,442.21",-74.31%,"1,40,885.66","4,12,843.08",-65.87%,10.30,7.54,+36.50%,131.54,129.72,+1.40%,"10,55,67,467.70","10,32,54,369.20",+2.24%,"9,83,68,639.40","9,61,55,022.63",+2.30%,"54,72,739.74","54,72,739.74",0.00%,"6,38,071.82","5,10,124.12",+25.08%
NMB,NMB Bank,Commercial Banks,238.80,43.86 Ar,+0.25%,+1.32%,+0.48%,+4.77%,+3.92%,-22.77%,19.95,11.97,1.33,"55,94,323.00","2,22,67,952.00",-74.88%,"24,87,253.00","80,20,894.00",-68.99%,"9,15,983.00","32,81,791.00",-72.09%,19.95,17.87,+11.64%,179.29,177.50,+1.01%,"36,02,20,851.00","35,21,01,479.00",+2.31%,"32,72,90,460.00","31,94,99,716.00",+2.44%,"1,83,66,706.00","1,83,66,706.00",0.00%,"1,45,63,685.00","1,42,35,055.00",+2.31%
NMB50,NMB 50,Mutual Fund,10.35,1.29 Ar,-1.43%,+4.37%,+4.27%,+3.86%,+15.11%,+81.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBHF2,NMB Hybrid Fund L- II,Mutual Fund,9.19,1.25 Ar,-0.97%,+1.53%,+3.80%,+4.15%,+0.65%,+0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBMF,NMB Microfinance,Microcredit,694.00,5.01 Ar,-0.52%,+1.40%,+1.84%,+2.59%,+0.24%,-4.79%,7.06,98.37,4.96,"2,34,381.43","7,96,521.53",-70.57%,"1,36,335.53","4,35,500.45",-68.69%,"12,725.09","63,841.57",-80.07%,7.06,8.85,-20.27%,140.01,140.61,-0.43%,"77,18,825.56","71,57,915.25",+7.84%,"67,08,739.86","61,43,464.60",+9.20%,"7,21,449.15","7,21,449.15",0.00%,"2,88,636.55","2,93,001.51",-1.49%
NMFBS,National Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,310.00",17.44 Ar,-0.69%,+3.46%,+0.69%,+7.24%,+6.38%,+42.99%,43.34,30.22,5.12,"8,42,820.00","31,61,789.00",-73.34%,"4,23,211.00","16,15,523.00",-73.80%,"1,44,287.00","4,74,045.00",-69.56%,43.34,35.60,+21.75%,255.89,245.00,+4.45%,"3,01,08,634.00","2,98,35,437.00",+0.92%,"2,67,01,201.00","2,65,73,032.00",+0.48%,"13,31,609.00","13,31,609.00",0.00%,"20,75,824.00","19,30,796.00",+7.51%
NMIC,Nepal Micro Insurance Company Limited,Non Life Insurance,"1,206.90",9.05 Ar,+0.91%,+0.42%,-8.00%,+5.84%,+259.70%,+259.70%,4.38,275.73,9.18,"42,976.13","1,34,020.14",-67.93%,"23,762.33","1,04,870.71",-77.34%,"8,207.19","1,657.10",+395.27%,4.38,0.22,"+1,881.53%",106.89,99.86,+7.04%,"11,25,797.96","10,10,819.36",+11.37%,"3,24,150.67","2,61,862.02",+23.79%,"7,50,000.00","7,50,000.00",0.00%,"44,360.95","-5,700.00",-878.26%
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microcredit,639.79,8.94 Ar,-0.50%,+1.90%,-1.23%,-0.31%,-1.38%,-5.18%,15.84,40.38,3.03,"7,15,018.61","28,01,007.05",-74.47%,"4,03,300.41","14,34,724.77",-71.89%,"55,368.51","2,54,017.21",-78.20%,15.84,18.17,-12.81%,211.21,206.77,+2.15%,"2,12,68,274.67","2,17,75,684.08",-2.33%,"1,83,16,013.85","1,88,85,580.91",-3.02%,"13,97,764.27","13,97,764.27",0.00%,"15,54,496.55","14,92,338.90",+4.17%
NRIC,Nepal Reinsurance Company Limited,ReInsurance,"1,262.00",169.39 Ar,+0.24%,+2.27%,-5.62%,-4.64%,+67.87%,+26.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRM,Nepal Republic Media Limited,Media,414.80,4.01 Ar,-0.60%,+0.07%,-1.56%,-2.50%,-2.95%,+51.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRN,NRN Infrastructure and Development Limited,Organized Fund,"1,362.60",17.50 Ar,-0.25%,+1.55%,-8.93%,+2.05%,+88.25%,+515.03%,1.58,863.48,5.63,"12,533.84","9,23,931.80",-98.64%,"7,708.85","8,29,747.73",-99.07%,"5,066.95","6,70,855.07",-99.24%,1.58,52.23,-96.98%,241.90,250.15,-3.30%,"37,16,127.49","39,49,338.51",-5.91%,"6,09,207.52","7,36,521.82",-17.29%,"12,84,372.29","12,84,372.29",0.00%,"18,22,547.69","19,28,444.40",-5.49%
NSIF2,NMB Sulav Investment Fund - 2,Mutual Fund,10.25,1.25 Ar,-0.39%,+1.88%,+0.88%,+1.68%,+14.52%,+16.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTC,Nepal Doorsanchar Company,Telecom,905.00,162.90 Ar,0.00%,+1.07%,+5.05%,+6.97%,-1.94%,+5.35%,29.45,30.73,1.79,"94,71,050.00","3,87,33,341.00",-75.55%,"79,45,789.00","3,28,48,030.00",-75.81%,"13,25,174.00","26,68,192.00",-50.33%,29.45,14.82,+98.66%,505.75,495.33,+2.11%,"12,63,67,322.00","12,07,91,440.00",+4.62%,"3,53,31,602.00","3,16,32,554.00",+11.69%,"1,80,00,000.00","1,80,00,000.00",0.00%,"7,30,35,720.00","7,11,58,886.00",+2.64%
NUBL,Nirdhan Utthan Bank,Microcredit,705.40,18.43 Ar,-0.72%,+1.97%,-2.24%,-1.18%,+10.52%,+0.95%,19.32,36.51,3.18,"8,77,500.64","35,60,017.27",-75.35%,"4,33,956.57","17,66,185.01",-75.43%,"1,26,176.35","8,36,078.48",-84.91%,19.32,32.01,-39.63%,221.52,221.22,+0.14%,"2,82,05,082.59","2,77,79,714.78",+1.53%,"2,24,18,765.81","2,20,01,352.07",+1.90%,"26,12,079.75","26,12,079.75",0.00%,"31,74,237.03","31,66,282.96",+0.25%
NWCL,Nepal Warehousing Company Limited,Trading,810.00,5.57 Ar,-0.01%,+4.39%,-1.69%,-2.98%,-12.89%,+252.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYADI,Nyadi Hydropower Limited,Hydro Power,417.00,6.25 Ar,+1.63%,+10.89%,+2.83%,+3.87%,-6.00%,+32.14%,-1.87,-223.45,6.80,"1,70,399.00","6,46,688.00",-73.65%,"95,620.00","3,65,455.00",-73.84%,"-7,698.00","-93,356.00",-91.75%,-1.87,-5.66,-67.02%,61.36,61.87,-0.83%,"56,61,725.00","57,37,650.00",-1.32%,"46,49,324.00","47,16,803.00",-1.43%,"16,50,000.00","16,50,000.00",0.00%,"-6,37,599.00","-6,29,153.00",+1.34%
OHL,Oriental Hotels,Hotels,706.40,8.37 Ar,-0.23%,+2.45%,-1.12%,+0.71%,-17.39%,+59.34%,-9.98,-70.78,2.15,"2,21,968.06","10,75,688.86",-79.37%,"4,579.17","2,59,415.71",-98.23%,"-29,555.79","29,552.59",-200.01%,-9.98,2.50,-500.04%,328.16,329.45,-0.39%,"59,68,164.42","60,93,506.51",-2.06%,"20,81,180.38","21,91,207.44",-5.02%,"11,84,494.96","11,84,494.96",0.00%,"27,02,489.07","27,17,804.10",-0.56%
OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,"1,276.00",7.66 Ar,+0.71%,+2.26%,+3.18%,+9.71%,+326.60%,+326.60%,-15.38,-82.94,12.75,"51,612.19","2,77,960.51",-81.43%,"32,844.39","1,79,815.96",-81.73%,"-23,077.11","8,928.36",-358.47%,-15.38,1.49,"-1,133.88%",100.09,103.94,-3.70%,"14,52,917.65","14,09,104.70",+3.11%,"8,52,384.70","7,85,494.65",+8.52%,"6,00,000.00","6,00,000.00",0.00%,532.95,"23,610.05",-97.74%
PBD88,10% Prime Debenture 2088,Bond,"1,245.00",2.17 Ar,-0.56%,+0.72%,+1.36%,+3.45%,+11.79%,+27.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,Prime Commercial Bank,Commercial Banks,261.60,50.76 Ar,-0.65%,+2.45%,+4.11%,+7.03%,+1.66%,-10.68%,25.94,10.08,1.46,"58,96,339.62","2,35,32,707.98",-74.94%,"24,07,447.60","88,22,434.30",-72.71%,"12,58,430.07","40,24,431.57",-68.73%,25.94,20.74,+25.08%,179.32,173.72,+3.22%,"31,66,29,560.50","31,71,47,016.90",-0.16%,"28,18,36,609.40","28,34,40,127.30",-0.57%,"1,94,02,575.72","1,94,02,575.72",0.00%,"1,53,90,375.41","1,43,04,313.95",+7.59%
PCBLP,Prime Commercial Bank Promoter,Commercial Banks,100.00,4.00 Cr,0.00%,0.00%,0.00%,-3.85%,-4.94%,-10.76%,25.94,3.85,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFL,Pokhara Finance,Finance,360.00,3.90 Ar,-1.10%,+1.68%,-3.96%,-7.85%,-29.91%,+146.20%,-23.84,-15.10,7.49,"1,49,151.19","9,10,502.40",-83.62%,"33,841.37","2,66,063.97",-87.28%,"-64,523.68","1,13,908.89",-156.64%,-23.84,10.52,-326.58%,48.08,53.69,-10.45%,"83,23,487.76","79,22,845.73",+5.06%,"78,03,018.04","73,41,659.96",+6.28%,"10,82,556.61","10,82,556.61",0.00%,"-5,62,086.89","-5,01,370.83",+12.11%
PHCL,Peoples Hydropower Company Limited,Hydro Power,265.00,8.48 Ar,-1.85%,+0.11%,-2.70%,-29.67%,-47.70%,0.00%,0.82,322.99,2.87,"3,18,185.72","9,75,435.25",-67.38%,"2,02,216.01","5,01,147.27",-59.65%,"6,563.61","-1,57,711.40",-104.16%,0.82,-4.93,-116.65%,92.33,92.08,+0.27%,"1,13,27,300.19","1,13,74,001.51",-0.41%,"83,72,784.30","84,27,571.11",-0.65%,"32,00,000.00","32,00,000.00",0.00%,"-2,45,484.10","-2,53,569.60",-3.19%
PMHPL,Panchakanya Mai Hydropower,Hydro Power,315.00,3.46 Ar,-0.63%,+0.22%,-5.09%,+1.60%,+20.53%,+161.98%,13.34,23.61,3.91,"1,18,568.11","2,93,128.24",-59.55%,"98,959.43","2,47,925.53",-60.09%,"36,683.00","-68,561.14",-153.50%,13.34,-6.23,-314.02%,80.61,77.18,+4.44%,"26,03,614.35","26,59,407.78",-2.10%,"17,16,907.15","18,10,414.20",-5.16%,"11,00,000.00","11,00,000.00",0.00%,"-2,13,292.80","-2,51,006.42",-15.02%
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,497.00,25.37 Ar,-1.39%,+4.56%,-1.56%,+5.22%,+6.81%,+367.54%,5.00,99.43,4.46,"17,27,094.05","65,59,752.44",-73.67%,"2,80,386.38","11,47,828.00",-75.57%,"63,774.91","3,70,743.48",-82.80%,5.00,7.26,-31.19%,116.56,115.92,+0.55%,"2,17,84,981.93","2,07,80,878.96",+4.83%,"1,58,36,145.76","1,48,64,516.71",+6.54%,"51,03,648.00","51,03,648.00",0.00%,"5,84,764.43","5,14,183.98",+13.73%
PPCL,Panchthar Power Company Ltd.,Hydro Power,348.00,3.35 Ar,-0.51%,+3.49%,+5.81%,+9.93%,+28.60%,+82.95%,21.42,16.25,3.62,"1,45,239.76","89,072.69",+63.06%,"1,35,236.78","83,019.89",+62.90%,"51,535.76","-46,123.33",-211.73%,21.42,-4.79,-546.94%,96.03,91.42,+5.04%,"29,50,620.87","30,20,958.67",-2.33%,"20,26,345.26","21,41,012.32",-5.36%,"9,62,500.00","9,62,500.00",0.00%,"-38,224.40","-82,553.65",-53.70%
PPL,Peoples Power Limited,Hydro Power,317.00,3.01 Ar,-0.94%,+0.28%,-5.88%,+6.60%,-14.22%,+57.02%,5.31,59.66,2.98,"31,751.00","96,335.00",-67.04%,"27,815.00","73,950.00",-62.39%,"12,604.00","3,319.00",+279.75%,5.31,0.52,+912.67%,106.21,97.31,+9.14%,"10,09,940.00","9,21,712.00",+9.57%,"2,129.00","3,06,986.00",-99.31%,"9,48,900.00","6,32,600.00",+50.00%,"58,913.00","-17,000.00",-446.55%
PRIN,Prabhu Insurance,Non Life Insurance,684.00,11.63 Ar,+0.15%,+3.96%,0.00%,-0.44%,-14.89%,+77.39%,14.85,46.07,2.21,"2,43,892.89","9,62,100.96",-74.65%,"1,82,063.78","6,67,819.54",-72.74%,"63,139.75","2,11,958.94",-70.21%,14.85,14.70,+0.98%,202.27,235.22,-14.01%,"76,10,268.80","69,78,312.19",+9.06%,"41,69,754.25","35,87,657.39",+16.22%,"17,00,955.92","14,41,488.07",+18.00%,"2,49,233.74","4,44,389.19",-43.92%
PROFL,Progressive Finance,Finance,450.00,3.85 Ar,-0.84%,+3.14%,-1.35%,-5.46%,-22.43%,+288.86%,-18.43,-24.41,6.11,"1,42,227.91","5,93,801.64",-76.05%,"50,840.75","1,85,302.95",-72.56%,"-39,080.60","1,11,938.70",-134.91%,-18.43,13.20,-239.65%,73.60,79.24,-7.12%,"81,83,016.60","79,86,775.18",+2.46%,"75,58,850.85","73,14,766.53",+3.34%,"8,48,106.00","8,48,106.00",0.00%,"-2,23,940.24","-1,76,097.35",+27.17%
PRSF,Prabhu Smart Fund,Mutual Fund,10.74,1.07 Ar,+0.47%,+0.94%,+2.59%,+5.63%,+16.37%,+28.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRVU,Prabhu Bank,Commercial Banks,185.20,43.60 Ar,-0.54%,+2.31%,-4.02%,-9.39%,-21.76%,-36.67%,9.49,19.52,1.13,"64,59,930.00","2,32,29,499.00",-72.19%,"28,95,276.00","71,97,864.00",-59.78%,"5,58,483.00","54,42,695.00",-89.74%,9.49,23.12,-58.96%,163.55,162.00,+0.96%,"41,92,53,360.00","41,06,70,029.00",+2.09%,"38,07,48,729.00","37,25,31,197.00",+2.21%,"2,35,42,490.00","2,35,42,490.00",0.00%,"1,49,62,140.00","1,45,96,344.00",+2.51%
PSF,Prabhu Select Fund,Mutual Fund,10.58,1.32 Ar,-2.40%,+2.94%,+4.73%,+4.33%,+20.82%,+36.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURE,Pure Energy Limited,Hydro Power,"1,025.00",8.20 Ar,+3.74%,+7.98%,+13.82%,+27.48%,+210.50%,+210.50%,4.50,227.64,10.09,"65,515.19","2,59,256.92",-74.73%,"61,813.91","2,45,098.19",-74.78%,"9,005.48","31,979.04",-71.84%,4.50,4.00,+12.64%,101.61,100.48,+1.12%,"23,22,223.39","23,20,310.54",+0.08%,"15,09,380.01","15,16,472.64",-0.47%,"8,00,000.00","8,00,000.00",0.00%,"12,843.38","3,837.90",+234.65%
RADHI,Radhi Bidhyut Company,Hydro Power,745.00,13.70 Ar,-1.19%,+3.29%,+2.29%,+6.35%,+128.48%,+482.18%,60.58,12.30,4.87,"40,630.44","1,28,934.64",-68.49%,"32,639.70","90,196.99",-63.81%,"2,78,513.41","3,79,817.56",-26.67%,60.58,20.65,+193.31%,153.03,136.40,+12.19%,"33,25,637.57","31,51,186.71",+5.54%,"5,11,519.85","6,42,843.51",-20.43%,"18,38,979.32","18,38,979.32",0.00%,"9,75,138.41","6,69,363.89",+45.68%
RAWA,Rawa Energy Development Limited,Hydro Power,709.00,1.99 Ar,-1.25%,+0.70%,+0.70%,-2.07%,-5.53%,+161.85%,19.15,37.03,8.87,"30,911.35","96,754.90",-68.05%,"27,340.63","83,808.10",-67.38%,"13,402.18","18,277.34",-26.67%,19.15,6.53,+193.31%,79.95,75.35,+6.09%,"6,57,541.01","6,62,558.55",-0.76%,"4,33,695.00","4,51,570.28",-3.96%,"2,80,000.00","2,80,000.00",0.00%,"-56,153.99","-69,011.73",-18.63%
RBCL,Rastriya Beema,Non Life Insurance,"14,948.00",39.86 Ar,+0.72%,-0.66%,-2.05%,-1.06%,-2.50%,+1.64%,-149.28,-100.13,5.53,"1,72,614.66","10,45,556.41",-83.49%,"-15,198.56","9,63,691.04",-101.58%,"-99,509.83","4,27,642.63",-123.27%,-149.28,160.38,-193.08%,"6,401.84","6,489.08",-1.34%,"2,47,84,138.49","2,40,88,642.37",+2.89%,"77,14,323.17","67,86,212.42",+13.68%,"2,66,639.06","2,66,639.06",0.00%,"23,75,830.43","24,75,340.26",-4.02%
RBCLPO,Rastriya Beema Promoter,Non Life Insurance,"12,005.00",21.32 Ar,-0.46%,+0.97%,+0.49%,-3.60%,+3.03%,-13.54%,-149.28,-80.42,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFPL,River Falls Power Limited,Hydro Power,355.90,2.49 Ar,-0.86%,-2.45%,-10.47%,+2.89%,-35.66%,+84.01%,17.95,19.82,3.39,"1,00,681.18","2,32,942.29",-56.78%,"96,041.84","2,17,028.22",-55.75%,"31,419.24","1,079.03","+2,811.80%",17.95,0.15,"+11,547.22%",105.01,100.52,+4.47%,"26,89,182.58","26,49,782.92",+1.49%,"19,54,099.31","19,46,118.90",+0.41%,"7,00,000.00","7,00,000.00",0.00%,"35,083.26","3,664.01",+857.51%
